tv_budget,online_budget,store_visits,competitor_price,region,sales
86.09434159508862,79.99950150489488,986.957817874295,53.204461013027924,East,539.5642844329686
59.20031787519009,54.79619510377,839.5568739977945,52.504759101417854,West,438.86470585563836
95.00902391612914,308.64107664914326,908.8159255161111,75.90176074649807,West,427.152476790983
98.81129432782427,76.47708289844616,1139.4602831014233,63.9634793473991,East,592.2973350933927
40.979296226923275,20.009757603676526,1000.6585240639903,57.45919436946727,West,289.8915266207021
53.95640986275364,43.14547084367742,1074.8461949110342,65.98463329283668,South,374.01831615140804
82.55680806334571,82.27536191508086,1147.4174332844818,34.71369183204374,East,712.5728334356982
,64.79829728747734,917.5348781625258,59.482396924309114,West,435.6350931205326
79.66397684991422,64.91651889217964,1166.3745959985574,83.97017013365715,South,276.4409867078798
62.9391214485284,55.823654278750666,1083.3453727608467,61.58815807683207,West,397.41023844343556
97.58795949725658,75.14497380769588,728.3411208794747,60.814958030032024,West,536.3845423972203
95.55583870857896,79.73584608880392,1317.3070540609738,66.57754055570635,South,532.3245039361751
81.32061395122432,69.61990922361936,889.8361563734784,70.74726291977214,West,439.2801725834857
102.54482413936066,86.73259725935132,635.8790244992596,36.03039968532168,East,633.1219076965149
89.35018684504091,79.90168942673517,770.0903838910135,39.812082218507676,East,577.1352101189924
62.81415074233524,55.11525426216521,775.3700646507691,62.52349549303376,South,381.70633862425154
87.37501568164998,77.61039341994247,1011.4781301046573,51.421481257229885,East,590.4013525011792
60.82234798342002,48.25713437475322,939.7528887798278,75.74430314663897,West,412.17097545847435
97.56900602614544,87.42273216427637,925.8969671190696,56.21790732137731,East,575.2064405420052
79.00148178027494,75.29594425135366,1136.3344324061454,36.78563117144259,West,608.6887819661337
76.30275272909479,60.006592221473504,1074.7725794623948,44.78383299787204,South,450.808462125388
66.38140911192117,51.9857194665602,1069.530531541743,27.003887764433095,West,500.68856605748203
104.4508267734806,95.46212443905968,1090.1622606123124,57.19049355260505,South,619.4390185134584
76.90941035862396,64.41627887135506,1135.5496269604923,,East,516.4165436022987
71.43344355673786,67.73753398355996,536.2502648089626,54.906447482617224,West,431.80647240941636
72.95732899023541,59.80105108223918,919.8235845018186,72.94654846835687,South,353.85677669299037
90.64618371106698,84.32448403576049,520.3537858123157,74.38223803820033,West,376.31798958642804
87.30888128728157,74.86997817821658,1007.933183895515,57.955338919726664,East,525.9343680234191
88.25465223191976,76.30759851374528,998.9807461106441,34.38367599027773,South,598.5215635416043
88.61642006015765,83.14754715948352,1230.0171004537297,67.4073789659071,West,548.5843382546866
122.83295201740923,102.59915682757699,3783.83869919594,66.66432274210291,West,562.3840427822331
71.87169967230768,56.385334241836745,1044.6105106155208,63.71269884188334,South,378.2091297917244
,57.04905256564209,889.9205629726821,71.77775699169739,East,481.2047607677158
63.724545435042444,56.427533373001765,1106.7354447600624,46.02206284246752,West,465.34767303856705
,70.64285482288085,883.858119788651,84.10506463422166,East,354.81237985382637
102.57944585441783,90.37988348951076,999.6936166824632,48.48686696229758,West,674.5851162829487
77.7210508469025,63.36903663177841,1216.949989731369,68.99067512641025,East,516.6236070974405
63.19687046074944,59.45640319530484,877.2903038823268,39.75182766703978,North,428.527343920893
63.51037568617521,42.012517808746566,1177.2493006333502,48.836823752759386,East,462.5540862989652
93.01185575649401,75.12724851749907,1149.0283011123065,78.19642376070404,North,499.1531483375959
94.86508342406884,72.20298015428801,789.9458002312192,,East,487.3012953978525
90.8630853661039,73.10247522936855,1214.2567082078283,70.07907126159358,West,558.4535152401149
66.68980585422611,57.92466448163691,1153.684595981731,62.84346466463095,West,465.1551952744878
84.6432264613344,71.05060936488546,1022.4236952219846,58.74050212799793,North,475.0215319374333
82.33371618281457,68.71677091065231,832.2888392339165,76.36620389919227,West,410.5872959774317
84.37377193458026,70.92178178749292,810.9746759133745,57.1600941041772,West,458.3329254037788
97.4285755589638,83.83123042821894,881.7142330813351,38.631142709238354,South,582.5864276551744
84.47191097549364,66.75844411945405,1119.3707819242313,50.36111889657954,North,459.1717435363925
,83.07577877671746,789.7624631716924,66.61430074442033,East,419.2714492207891
81.35158138977783,72.46217403323858,1096.2526946963715,64.7461092763501,South,463.1829442198977
85.78238797379969,74.84021946601024,726.8137836467536,41.19530099717474,West,538.106122612222
92.6257645167708,81.51456705301149,955.1049114234532,51.307889767101585,East,580.3348110307835
50.85688360288667,44.71044106649697,1024.1225060062818,53.019343809573044,West,413.70285939204797
73.60657567285398,72.74095583558122,1537.9286319129617,55.6143648706293,East,560.7274693346991
70.5925469141441,59.56819402175993,696.9905557855192,43.48903693678138,East,497.48139436630447
67.22244303513315,55.60366048819029,1323.8432046278294,52.45954670256626,North,463.92822505618255
74.49715497546633,59.55494382735949,1032.9653310772017,51.25667417688567,East,476.9634869257374
109.89882622468792,88.25268893809555,1090.4578219635118,69.25839911714303,South,497.4086591790392
62.68337768613513,47.05851209520948,1026.036540945405,69.70945573188293,South,423.88455912066365
99.36556709182962,80.01674546190058,1097.8399000029513,58.25027450293421,North,446.28525008345036
46.34260456768391,39.03781197427096,966.189277040356,55.29552244955122,North,354.23417468904563
73.3022994002845,63.978430132730395,1319.8910399206409,61.67909174446936,North,387.4162761716085
83.25506130210012,71.0225123995459,899.5763482705611,,South,447.8273240191563
91.72444662718556,74.13810324595914,1249.0916058794346,46.238015013990704,West,567.4132994711196
94.2245315958571,84.59177467657835,2574.7177006594047,48.7173454928914,East,465.8290338052384
,85.18396635990345,986.7445937917169,52.38224203234252,West,570.2597759331297
73.02549855503125,61.27343223466647,764.1682384961518,46.038314402492745,West,435.5004448374737
70.75296414670865,56.87543880137879,1100.1052184764544,61.944714708754496,East,369.85029015837495
97.15951762514308,85.32772958552061,1317.9277105238375,68.7565880854045,North,564.4920259726858
,65.68769441444306,982.9816404394121,40.9548203904211,East,598.4180799574015
54.48627353324156,39.07269620618008,956.6851462851399,60.3015445345924,South,387.7566530228595
57.33425571993038,48.3942160820188,754.7842681250561,57.36077045680398,East,398.6970672759112
61.61095427996777,53.67949019834451,949.5556162184922,64.09810422644163,East,410.65441992735197
89.94321488107528,71.95325871647522,649.5852628612639,59.844734782756944,East,528.872580683688
82.8485147214113,285.4818179095473,799.166842921858,42.55680864082043,East,600.6776940325143
93.80970708135537,72.46413859286311,1049.8929301440098,44.851328413714015,East,635.4217799246867
71.45494707326931,67.41763551233977,1290.1829035031071,60.353082907019676,East,469.637525002047
83.17079382153429,76.9349246736013,1618.0263894704908,72.34537103694612,East,574.977257866564
